fiveStarMovies::movieID	fiveStarMovies::avgRating	oldestFiveStars::movieID	oldestFiveStars::title	oldestFiveStars::year	oldestFiveStars::genre
5607	5.0	5607	Son of the Bride (Hijo de la novia, El)	2001	(Comedy,Drama)
142115	4.75	142115	The Blue Planet	2001	(Documentary)
7843	4.5	7843	Lammbock	2001	(Comedy)
27563	4.333333333333333	27563	Happiness of the Katakuris, The (Katakuri-ke no kôfuku)	2001	(Comedy,Horror,Musical)
7096	5.0	7096	Rivers and Tides	2001	(Documentary)
5224	4.25	5224	Promises	2001	(Documentary)
27523	5.0	27523	My Sassy Girl (Yeopgijeogin geunyeo)	2001	(Comedy,Romance)
4967	4.1923076923076925	4967	No Man's Land	2001	(Drama,War)
5379	4.25	5379	Believer, The	2001	(Drama)
27370	4.5	27370	Late Night Shopping	2001	(Comedy)
5890	4.5	5890	Elling	2001	(Comedy,Drama)
5095	4.5	5095	Scotland, Pa.	2001	(Comedy,Crime)
27373	5.0	27373	61*	2001	(Drama)
5995	4.108695652173913	5995	Pianist, The	2002	(Drama,War)
6306	4.166666666666667	6306	I Am Trying to Break Your Heart	2002	(Documentary)
5818	4.5	5818	Crime of Father Amaro, The (Crimen del padre Amaro, El)	2002	(Drama,Romance)
6269	4.25	6269	Stevie	2002	(Documentary)
6192	5.0	6192	Open Hearts (Elsker dig for evigt)	2002	(Romance)
96935	5.0	96935	My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)	2002	(Comedy,Fantasy,Romance)
6163	4.5	6163	He Loves Me... He Loves Me Not (À la folie... pas du tout)	2002	(Romance,Thriller)
8327	4.25	8327	Dolls	2002	(Drama,Romance)
6016	4.1466666666666665	6016	City of God (Cidade de Deus)	2002	(Action,Adventure,Crime,Drama,Thriller)
6591	4.333333333333333	6591	Magdalene Sisters, The	2002	(Drama)
5817	4.5	5817	Ararat	2002	(Drama,War)
27627	4.5	27627	Oasis	2002	(Drama,Romance)
5878	4.035714285714286	5878	Talk to Her (Hable con Ella)	2002	(Drama,Romance)
5786	4.5	5786	Paid in Full	2002	(Action,Drama)
5685	4.25	5685	Real Women Have Curves	2002	(Comedy,Drama)
5901	4.5	5901	Empire	2002	(Crime,Drama)
6963	4.25	6963	Devil's Playground	2002	(Documentary)
5833	4.666666666666667	5833	Dog Soldiers	2002	(Action,Horror)
7976	4.5	7976	Ken Park	2002	(Drama)
44943	5.0	44943	9/11	2002	(Documentary)
7981	4.333333333333333	7981	Infernal Affairs (Mou gaan dou)	2002	(Crime,Drama,Thriller)
5537	5.0	5537	Satin Rouge	2002	(Drama,Musical)
5952	4.0212765957446805	5952	Lord of the Rings: The Two Towers, The	2002	(Adventure,Fantasy)
5513	5.0	5513	Martin Lawrence Live: Runteldat	2002	(Comedy,Documentary)
5416	5.0	5416	Cherish	2002	(Comedy,Drama,Thriller)
7767	4.75	7767	Best of Youth, The (La meglio gioventù)	2003	(Drama)
7459	4.5	7459	Carandiru	2003	(Crime,Drama)
7382	4.25	7382	I'm Not Scared (Io non ho paura)	2003	(Drama,Mystery,Thriller)
7371	4.025	7371	Dogville	2003	(Drama,Mystery,Thriller)
32582	4.75	32582	Wild Parrots of Telegraph Hill, The	2003	(Documentary)
7156	4.3076923076923075	7156	Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The	2003	(Documentary,War)
7153	4.118918918918919	7153	Lord of the Rings: The Return of the King, The	2003	(Action,Adventure,Drama,Fantasy)
6945	4.25	6945	My Architect: A Son's Journey	2003	(Documentary)
6887	4.1	6887	Radio	2003	(Drama)
6711	4.033783783783784	6711	Lost in Translation	2003	(Comedy,Drama,Romance)
138966	5.0	138966	Nasu: Summer in Andalusia	2003	(Animation)
6545	4.5	6545	I Capture the Castle	2003	(Drama,Romance)
148671	4.5	148671	Saw	2003	(Crime,Horror)
172875	5.0	172875	A Detective Story	2003	(Animation,Sci-Fi)
42422	4.5	42422	Voices of a Distant Star (Hoshi no koe)	2003	(Animation,Drama,Romance,Sci-Fi)
6159	4.25	6159	All the Real Girls	2003	(Drama,Romance)
8800	4.5	8800	Code 46	2003	(Romance,Sci-Fi)
9010	4.1	9010	Love Me If You Dare (Jeux d'enfants)	2003	(Drama,Romance)
27704	5.0	27704	Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka)	2003	(Action,Drama,Thriller,War)
27716	4.5	27716	Green Butchers, The (Grønne slagtere, De)	2003	(Comedy,Crime,Drama,Romance)
27722	4.166666666666667	27722	Last Life in the Universe (Ruang rak noi nid mahasan)	2003	(Drama,Romance)
27744	4.5	27744	Facing Windows (Finestra di fronte, La)	2003	(Drama,Romance)
27773	4.089743589743589	27773	Old Boy	2003	(Mystery,Thriller)
27834	4.333333333333333	27834	Return, The (Vozvrashcheniye)	2003	(Drama)
8014	4.25	8014	Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)	2003	(Drama)
30745	4.75	30745	Gozu (Gokudô kyôfu dai-gekijô: Gozu)	2003	(Comedy,Crime,Drama,Horror,Mystery)
31364	4.7	31364	Memories of Murder (Salinui chueok)	2003	(Crime,Drama,Mystery,Thriller)
8911	5.0	8911	Raise Your Voice	2004	(Romance)
136353	5.0	136353	Scooby-Doo! and the Loch Ness Monster	2004	(Animation,Children,Comedy)
39516	4.5	39516	Don't Move (Non ti muovere)	2004	(Drama)
8874	4.0064935064935066	8874	Shaun of the Dead	2004	(Comedy,Horror)
92494	5.0	92494	Dylan Moran: Monster	2004	(Comedy,Documentary)
86504	4.3	86504	Voices from the List	2004	(Documentary)
33649	5.0	33649	Saving Face	2004	(Comedy,Drama,Romance)
33893	4.5	33893	Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)	2004	(Comedy,Crime,Thriller)
27619	4.5	27619	Lion King 1½, The	2004	(Adventure,Animation,Children,Comedy)
33310	4.5	33310	Common Thread, A (a.k.a. Sequins) (Brodeuses)	2004	(Drama,Romance)
30803	4.5	30803	3-Iron (Bin-jip)	2004	(Drama,Romance)
182731	4.5	182731	Pixel Perfect	2004	(Children,Comedy,Sci-Fi)
33138	5.0	33138	Palindromes	2004	(Adventure,Comedy,Drama)
34312	5.0	34312	Calcium Kid, The	2004	(Comedy)
31435	4.5	31435	Rory O'Shea Was Here (Inside I'm Dancing)	2004	(Drama)
27751	5.0	27751	'Salem's Lot	2004	(Drama,Horror,Mystery,Thriller)
31437	4.25	31437	Nobody Knows (Dare mo shiranai)	2004	(Drama)
27776	4.5	27776	Red Lights (Feux rouges)	2004	(Drama)
32770	4.25	32770	Brothers (Brødre)	2004	(Drama)
40412	4.75	40412	Dead Man's Shoes	2004	(Crime,Thriller)
27869	4.5	27869	Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo)	2004	(Action,Drama,War)
27879	4.125	27879	DiG!	2004	(Documentary)
50613	4.5	50613	Dead Meat	2004	(Horror)
31658	4.075	31658	Howl's Moving Castle (Hauru no ugoku shiro)	2004	(Adventure,Animation,Fantasy,Romance)
44851	5.0	44851	Go for Zucker! (Alles auf Zucker!)	2004	(Comedy)
27266	4.071428571428571	27266	2046	2004	(Drama,Fantasy,Romance,Sci-Fi)
93988	4.5	93988	North & South	2004	(Drama,Romance)
47404	4.25	47404	Mind Game	2004	(Adventure,Animation,Comedy,Fantasy,Romance,Sci-Fi)
53883	4.5	53883	Power of Nightmares, The: The Rise of the Politics of Fear	2004	(Documentary)
79006	4.5	79006	Empire of Dreams: The Story of the 'Star Wars' Trilogy	2004	(Documentary)
165959	5.0	165959	Alesha Popovich and Tugarin the Dragon	2004	(Animation,Comedy,Drama)
118888	4.25	118888	Dave Chappelle: For What it's Worth	2004	(Comedy)
9018	4.333333333333333	9018	Control Room	2004	(Documentary,War)
7361	4.1603053435114505	7361	Eternal Sunshine of the Spotless Mind	2004	(Drama,Romance,Sci-Fi)
8919	4.25	8919	P.S.	2004	(Comedy,Drama,Fantasy,Romance)
41724	4.5	41724	Wal-Mart: The High Cost of Low Price	2005	(Documentary)
39869	4.125	39869	Manderlay	2005	(Drama)
38388	4.25	38388	Goal! The Dream Begins (Goal!)	2005	(Drama)
38304	4.625	38304	No Direction Home: Bob Dylan	2005	(Documentary)
47491	4.166666666666667	47491	Adam's Apples (Adams æbler)	2005	(Comedy,Drama)
38095	4.166666666666667	38095	Bittersweet Life, A (Dalkomhan insaeng)	2005	(Action,Crime,Drama)
38061	4.071428571428571	38061	Kiss Kiss Bang Bang	2005	(Comedy,Crime,Mystery,Thriller)
33660	4.088235294117647	33660	Cinderella Man	2005	(Drama,Romance)
48872	4.5	48872	13 Tzameti	2005	(Film-Noir,Thriller)
51167	4.5	51167	My Father and My Son (Babam ve oglum)	2005	(Drama)
69211	5.0	69211	Boy Eats Girl	2005	(Comedy,Horror)
72178	4.5	72178	Welcome to Dongmakgol	2005	(Comedy,Drama,War)
76301	4.5	76301	Emperor's New Groove 2: Kronk's New Groove, The	2005	(Animation,Children,Comedy,Romance)
95313	4.5	95313	Jack-Jack Attack	2005	(Adventure,Animation,Children,Comedy)
121781	5.0	121781	Stuart Little 3: Call of the Wild	2005	(Animation,Children,Comedy,Fantasy)
122092	5.0	122092	Guy X	2005	(Comedy,War)
130970	5.0	130970	George Carlin: Life Is Worth Losing	2005	(Comedy)
136834	5.0	136834	The Eye: Infinity	2005	(Horror)
142831	4.5	142831	Garam Masala	2005	(Comedy)
180777	4.5	180777	Die Frauen von Ravensbrück	2005	(Documentary)
44889	4.75	44889	Reefer Madness: The Movie Musical	2005	(Comedy,Drama,Musical)
44777	4.5	44777	Evil Aliens	2005	(Comedy,Horror,Sci-Fi)
44633	4.5	44633	Devil and Daniel Johnston, The	2005	(Documentary)
43376	4.625	43376	Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage)	2005	(Drama,War)
46105	4.5	46105	I Am a Sex Addict	2005	(Comedy,Documentary,Romance)
51314	4.5	51314	Golden Door (Nuovomondo)	2006	(Adventure,Drama,Romance)
48516	4.252336448598131	48516	Departed, The	2006	(Crime,Drama,Thriller)
51705	4.25	51705	Priceless (Hors de prix)	2006	(Comedy,Romance)
134095	5.0	134095	My Love	2006	(Animation,Drama)
53280	5.0	53280	Breed, The	2006	(Horror,Thriller)
69720	4.5	69720	Hood of Horror	2006	(Comedy,Drama,Horror)
53578	5.0	53578	Valet, The (La doublure)	2006	(Comedy)
134334	4.5	134334	Phir Hera Pheri	2006	(Comedy)
135777	4.5	135777	Golmaal	2006	(Children,Comedy)
57504	4.1	57504	Girl Who Leapt Through Time, The (Toki o kakeru shôjo)	2006	(Animation,Comedy,Drama,Romance,Sci-Fi)
44929	4.25	44929	Candy	2006	(Drama,Romance)
45210	4.142857142857143	45210	United 93	2006	(Crime,Drama)
48780	4.0055555555555555	48780	Prestige, The	2006	(Drama,Mystery,Sci-Fi,Thriller)
50842	4.5	50842	Boss of It All, The (Direktøren for det hele)	2006	(Comedy,Drama)
91355	5.0	91355	Asterix and the Vikings (Astérix et les Vikings)	2006	(Adventure,Animation,Children,Comedy,Fantasy)
126921	5.0	126921	The Fox and the Hound 2	2006	(Adventure,Animation,Children,Comedy)
45503	5.0	45503	Peaceful Warrior	2006	(Drama)
136503	5.0	136503	Tom and Jerry: Shiver Me Whiskers	2006	(Animation,Children,Comedy)
44195	4.027777777777778	44195	Thank You for Smoking	2006	(Comedy,Drama)
56060	4.5	56060	I Served the King of England (Obsluhoval jsem anglického krále)	2006	(Comedy,Drama,Romance,War)
47999	4.071428571428571	47999	Jesus Camp	2006	(Documentary,Drama)
50851	4.5	50851	Cocaine Cowboys	2006	(Documentary)
50999	5.0	50999	Ugly Duckling and Me!, The	2006	(Animation,Comedy)
55167	4.625	55167	Tekkonkinkreet (Tekkon kinkurîto)	2006	(Action,Adventure,Animation,Crime,Fantasy)
43684	4.5	43684	Something New	2006	(Comedy,Drama,Romance)
48698	4.5	48698	Deliver Us from Evil	2006	(Documentary)
55391	4.5	55391	10th & Wolf	2006	(Crime,Drama,Thriller)
159817	4.214285714285714	159817	Planet Earth	2006	(Documentary)
44555	4.117647058823529	44555	Lives of Others, The (Das leben der Anderen)	2006	(Drama,Romance,Thriller)
55020	4.5	55020	Ten, The	2007	(Comedy)
55118	4.026315789473684	55118	Eastern Promises	2007	(Crime,Drama,Thriller)
55278	4.25	55278	Sleuth	2007	(Drama,Mystery,Thriller)
55363	4.1	55363	Assassination of Jesse James by the Coward Robert Ford, The	2007	(Crime,Drama,Western)
55442	4.181818181818182	55442	Persepolis	2007	(Animation,Drama)
55444	4.166666666666667	55444	Control	2007	(Drama)
65642	4.25	65642	Timecrimes (Cronocrímenes, Los)	2007	(Sci-Fi,Thriller)
118834	5.0	118834	National Lampoon's Bag Boy	2007	(Comedy)
60737	5.0	60737	Watching the Detectives	2007	(Comedy,Romance)
60030	4.5	60030	Spiral	2007	(Drama,Horror,Thriller)
59814	5.0	59814	Ex Drummer	2007	(Comedy,Crime,Drama,Horror)
59143	4.25	59143	Super High Me	2007	(Comedy,Documentary)
69860	5.0	69860	Eichmann	2007	(Drama,War)
59141	4.666666666666667	59141	Son of Rambow	2007	(Children,Comedy,Drama)
59018	4.5	59018	Visitor, The	2007	(Drama,Romance)
58842	4.5	58842	Assembly (Ji jie hao)	2007	(Action,Drama,War)
58425	4.166666666666667	58425	Heima	2007	(Documentary)
131130	5.0	131130	Tom and Jerry: A Nutcracker Tale	2007	(Animation,Comedy)
71131	4.5	71131	Most Hated Family in America, The	2007	(Documentary)
58309	4.5	58309	War Dance	2007	(Documentary)
58301	4.375	58301	Funny Games U.S.	2007	(Drama,Thriller)
57843	4.5	57843	Rise of the Footsoldier	2007	(Action,Crime,Drama)
134004	5.0	134004	What Love Is	2007	(Comedy,Romance)
134184	4.5	134184	Elections Day	2007	(Comedy)
57274	4.0625	57274	[REC]	2007	(Drama,Horror,Thriller)
57183	4.5	57183	Like Stars on Earth (Taare Zameen Par)	2007	(Drama)
56782	4.142857142857143	56782	There Will Be Blood	2007	(Drama,Western)
173963	5.0	173963	Empties	2007	(Comedy)
55908	4.1875	55908	Man from Earth, The	2007	(Drama,Sci-Fi)
143031	5.0	143031	Jump In!	2007	(Comedy,Drama,Romance)
147382	4.5	147382	Doctor Who: Voyage Of The Damned	2007	(Action,Sci-Fi)
55814	4.1	55814	Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)	2007	(Drama)
80139	4.166666666666667	80139	Jackass 2.5	2007	(Comedy,Documentary)
55721	4.3	55721	Elite Squad (Tropa de Elite)	2007	(Action,Crime,Drama,Thriller)
51931	4.1	51931	Reign Over Me	2007	(Drama)
55687	4.5	55687	My Kid Could Paint That	2007	(Documentary)
54190	4.045454545454546	54190	Across the Universe	2007	(Drama,Fantasy,Musical,Romance)
54997	4.06	54997	3:10 to Yuma	2007	(Action,Crime,Drama,Western)
69481	4.0588235294117645	69481	Hurt Locker, The	2008	(Action,Drama,Thriller,War)
69394	4.5	69394	Stoning of Soraya M., The	2008	(Crime,Drama)
68848	4.333333333333333	68848	Brothers Bloom, The	2008	(Adventure,Comedy,Crime,Romance)
66943	4.25	66943	Cottage, The	2008	(Comedy,Crime,Horror,Thriller)
67618	5.0	67618	Strictly Sexual	2008	(Comedy,Drama,Romance)
95311	5.0	95311	Presto	2008	(Animation,Children,Comedy,Fantasy)
86721	5.0	86721	Idiots and Angels	2008	(Animation,Drama,Fantasy)
86668	5.0	86668	Louis Theroux: Law & Disorder	2008	(Documentary)
85736	4.5	85736	BURN-E	2008	(Adventure,Animation,Children,Sci-Fi)
134109	5.0	134109	Radio Day	2008	(Comedy)
57669	4.158536585365853	57669	In Bruges	2008	(Comedy,Crime,Drama,Thriller)
58291	4.5	58291	College Road Trip	2008	(Comedy)
58559	4.238255033557047	58559	Dark Knight, The	2008	(Action,Crime,Drama,IMAX)
60069	4.0576923076923075	60069	WALL·E	2008	(Adventure,Animation,Children,Romance,Sci-Fi)
60333	4.5	60333	Encounters at the End of the World	2008	(Documentary)
60408	4.5	60408	Welcome to the Sticks (Bienvenue chez les Ch'tis)	2008	(Comedy)
60943	4.5	60943	Frozen River	2008	(Drama)
64197	4.75	64197	Hunger	2008	(Drama)
64499	5.0	64499	Che: Part One	2008	(Drama,War)
64501	5.0	64501	Che: Part Two	2008	(Drama,War)
64716	4.136363636363637	64716	Seven Pounds	2008	(Drama)
65225	4.5	65225	Zeitgeist: Addendum	2008	(Documentary)
95175	5.0	95175	Front of the Class	2008	(Drama)
66371	4.1	66371	Departures (Okuribito)	2008	(Drama)
129514	5.0	129514	George Carlin: It's Bad for Ya!	2008	(Comedy)
66511	4.25	66511	Berlin Calling	2008	(Comedy,Drama)
72142	5.0	72142	Love Exposure (Ai No Mukidashi)	2008	(Action,Comedy,Drama,Romance)
70451	5.0	70451	Max Manus	2008	(Action,Drama,War)
121374	4.5	121374	Bill Burr: Why Do I Do This?	2008	(Comedy)
121469	4.5	121469	Killer Movie	2008	(Comedy,Horror,Mystery,Thriller)
136341	5.0	136341	Scooby-Doo! and the Samurai Sword	2009	(Animation,Children,Comedy)
73881	4.75	73881	3 Idiots	2009	(Comedy,Drama,Romance)
68157	4.136363636363637	68157	Inglourious Basterds	2009	(Action,Drama,War)
73344	4.25	73344	Prophet, A (Un Prophète)	2009	(Crime,Drama)
73323	4.2	73323	Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)	2009	(Action,Crime,Mystery)
78836	5.0	78836	Enter the Void	2009	(Drama)
71108	4.5	71108	White Ribbon, The (Das weiße Band)	2009	(Drama,Mystery)
128089	4.5	128089	Kevin Hart: I'm a Grown Little Man	2009	(Comedy)
70708	4.5	70708	Tetro	2009	(Drama,Mystery)
69275	4.25	69275	Dead Snow (Død snø)	2009	(Action,Adventure,Comedy,Horror)
68194	4.25	68194	Damned United, The	2009	(Drama)
73023	4.1	73023	Crazy Heart	2009	(Drama,Romance)
72554	4.5	72554	Cell 211 (Celda 211)	2009	(Action,Drama)
72489	4.166666666666667	72489	Ninja Assassin	2009	(Action,Crime,Drama,Thriller)
69469	5.0	69469	Garfield's Pet Force	2009	(Animation)
79357	4.142857142857143	79357	Mr. Nobody	2009	(Drama,Fantasy,Romance,Sci-Fi)
81087	4.5	81087	Luck by Chance	2009	(Drama)
76143	4.5	76143	Bone Man, The (Der Knochenmann)	2009	(Crime,Thriller)
120813	4.5	120813	Patton Oswalt: My Weakness Is Strong	2009	(Comedy)
78142	4.5	78142	Baarìa	2009	(Comedy,Drama,War)
98607	4.5	98607	Redline	2009	(Action,Animation,Sci-Fi)
95633	4.5	95633	Spirit Camp	2009	(Horror)
72356	4.375	72356	Partly Cloudy	2009	(Animation,Children,Comedy,Fantasy)
82041	4.25	82041	Loved Ones, The	2009	(Horror)
72308	4.25	72308	Battlestar Galactica: The Plan	2009	(Action,Adventure,Drama,Sci-Fi)
142196	4.5	142196	Cornered!	2009	(Comedy,Horror)
95149	5.0	95149	Superman/Batman: Public Enemies	2009	(Action,Animation,Fantasy)
140481	4.5	140481	Family Guy Presents: Something, Something, Something, Dark Side	2009	(Animation,Comedy,Sci-Fi)
67997	4.3	67997	In the Loop	2009	(Comedy)
93006	4.25	93006	Very Potter Musical, A	2009	(Comedy,Musical)
108795	5.0	108795	Wonder Woman	2009	(Action,Adventure,Animation,Fantasy)
76091	5.0	76091	Mother (Madeo)	2009	(Crime,Drama,Mystery,Thriller)
82857	4.5	82857	Sweetgrass	2009	(Adventure,Documentary,Western)
69529	4.5	69529	Home	2009	(Documentary)
72226	4.083333333333333	72226	Fantastic Mr. Fox	2009	(Adventure,Animation,Children,Comedy,Crime)
68954	4.004761904761905	68954	Up	2009	(Adventure,Animation,Children,Drama)
123200	4.5	123200	Jim Jefferies: I Swear to God	2009	(Comedy)
71899	4.2	71899	Mary and Max	2009	(Animation,Comedy,Drama)
71462	4.25	71462	Cove, The	2009	(Documentary)
71268	5.0	71268	Tyler Perry's I Can Do Bad All by Myself	2009	(Comedy,Drama)
68269	4.25	68269	Young Victoria, The	2009	(Drama,Romance)
74510	4.25	74510	Girl Who Played with Fire, The (Flickan som lekte med elden)	2009	(Action,Crime,Drama,Mystery,Thriller)
79897	5.0	79897	Get Low	2009	(Comedy,Drama,Mystery)
91947	4.5	91947	Revenant, The	2009	(Comedy,Horror)
84156	4.5	84156	Happy People: A Year in the Taiga	2010	(Documentary)
88448	5.0	88448	Paper Birds (Pájaros de papel)	2010	(Comedy,Drama)
85295	5.0	85295	Scooby-Doo! Curse of the Lake Monster	2010	(Adventure,Children,Comedy,Mystery)
85342	4.357142857142857	85342	Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro)	2010	(Action,Crime,Drama)
86345	4.055555555555555	86345	Louis C.K.: Hilarious	2010	(Comedy)
79132	4.066433566433567	79132	Inception	2010	(Action,Crime,Drama,Mystery,Sci-Fi,Thriller,IMAX)
78499	4.109090909090909	78499	Toy Story 3	2010	(Adventure,Animation,Children,Comedy,Fantasy,IMAX)
89582	4.5	89582	Cold Fish (Tsumetai nettaigyo)	2010	(Drama,Thriller)
77455	4.038461538461538	77455	Exit Through the Gift Shop	2010	(Comedy,Documentary)
112512	5.0	112512	Colourful (Karafuru)	2010	(Animation,Drama,Fantasy,Mystery)
93022	5.0	93022	Miss Nobody	2010	(Comedy,Crime)
131237	5.0	131237	What Men Talk About	2010	(Comedy)
86781	4.4	86781	Incendies	2010	(Drama,Mystery,War)
86892	4.5	86892	The Man from Nowhere	2010	(Action,Crime,Thriller)
87234	4.166666666666667	87234	Submarine	2010	(Comedy,Drama,Romance)
93008	5.0	93008	Very Potter Sequel, A	2010	(Comedy,Musical)
126430	4.75	126430	The Pacific	2010	(Action,Adventure,Drama,War)
124273	4.5	124273	Kevin Smith: Too Fat For 40	2010	(Comedy)
74458	4.022388059701493	74458	Shutter Island	2010	(Drama,Mystery,Thriller)
74324	4.375	74324	Temple Grandin	2010	(Drama)
121372	4.5	121372	Bill Burr: Let It Go	2010	(Comedy)
118894	5.0	118894	Scooby-Doo! Abracadabra-Doo	2010	(Animation,Children,Mystery)
80906	4.291666666666667	80906	Inside Job	2010	(Documentary)
152711	5.0	152711	Who Killed Chea Vichea?	2010	(Documentary)
81535	4.5	81535	Saw VII 3D - The Final Chapter	2010	(Horror,Mystery,Thriller)
185135	4.75	185135	Sherlock - A Study in Pink	2010	(Crime)
81819	4.25	81819	Biutiful	2010	(Drama)
147376	4.75	147376	Doctor Who: A Christmas Carol	2010	(Sci-Fi)
81845	4.043103448275862	81845	King's Speech, The	2010	(Drama)
107630	4.5	107630	High School	2010	(Comedy)
82242	4.25	82242	Rare Exports: A Christmas Tale (Rare Exports)	2010	(Action,Comedy)
82366	4.5	82366	Hatchet II	2010	(Comedy,Horror,Thriller)
82744	5.0	82744	Faster	2010	(Action,Crime,Drama)
83803	4.1	83803	Day & Night	2010	(Animation,Children)
83827	4.25	83827	Marwencol	2010	(Documentary)
92643	4.5	92643	Monsieur Lazhar	2011	(Children,Comedy,Drama)
92694	4.25	92694	Perfect Sense	2011	(Drama,Romance,Sci-Fi)
89759	4.333333333333333	89759	Separation, A (Jodaeiye Nader az Simin)	2011	(Drama)
89090	4.5	89090	Bill Cunningham New York	2011	(Documentary)
89039	4.5	89039	Another Earth	2011	(Drama,Romance,Sci-Fi)
93721	4.1	93721	Jiro Dreams of Sushi	2011	(Documentary)
88932	4.5	88932	Final Destination 5	2011	(Horror,Thriller,IMAX)
93838	4.333333333333333	93838	The Raid: Redemption	2011	(Action,Crime)
93855	4.5	93855	God Bless America	2011	(Comedy,Drama)
94810	5.0	94810	Eva	2011	(Drama,Fantasy,Sci-Fi)
87660	4.5	87660	Too Big to Fail	2011	(Drama)
95690	4.5	95690	Some Guy Who Kills People	2011	(Comedy,Thriller)
95761	4.5	95761	Killer Joe	2011	(Crime,Thriller)
86487	4.5	86487	Mildred Pierce	2011	(Drama)
84414	4.25	84414	All-Star Superman	2011	(Action,Adventure,Animation,Sci-Fi)
84273	5.0	84273	Zeitgeist: Moving Forward	2011	(Documentary)
98604	4.5	98604	From Up on Poppy Hill (Kokuriko-zaka kara)	2011	(Animation,Drama,Romance)
120130	5.0	120130	Into the Forest of Fireflies' Light	2011	(Animation,Drama,Fantasy)
124404	5.0	124404	Snowflake, the White Gorilla	2011	(Adventure,Animation,Children,Comedy)
136556	5.0	136556	Kung Fu Panda: Secrets of the Masters	2011	(Animation,Children)
146662	5.0	146662	Dragons: Gift of the Night Fury	2011	(Adventure,Animation,Comedy)
147374	4.166666666666667	147374	Doctor Who: The Doctor, the Widow and the Wardrobe	2011	(Adventure,Drama)
149508	5.0	149508	Spellbound	2011	(Comedy,Romance)
100553	4.5	100553	Frozen Planet	2011	(Documentary)
91386	5.0	91386	Happy Feet Two	2011	(Animation,Children,Comedy,IMAX)
91784	4.5	91784	Girl Walks Into a Bar	2011	(Comedy,Drama,Fantasy)
90943	5.0	90943	Into the Abyss	2011	(Documentary)
90576	4.5	90576	What's Your Number?	2011	(Comedy,Romance)
89904	4.045454545454546	89904	The Artist	2011	(Comedy,Drama,Romance)
92243	4.5	92243	Flowers of War, The (Jin líng shí san chai)	2011	(Drama,War)
92259	4.108108108108108	92259	Intouchables	2011	(Comedy,Drama)
92475	4.25	92475	All Watched Over by Machines of Loving Grace	2011	(Documentary)
89837	4.5	89837	Kill List	2011	(Horror,Mystery,Thriller)
92535	4.3	92535	Louis C.K.: Live at the Beacon Theater	2011	(Comedy)
109241	5.0	109241	On the Other Side of the Tracks (De l'autre côté du périph)	2012	(Action,Comedy,Crime)
136355	5.0	136355	Big Top Scooby-Doo!	2012	(Animation,Children,Comedy)
134847	5.0	134847	Ghost Graduation	2012	(Comedy)
110330	4.5	110330	Me and you (io e te)	2012	(Drama)
118270	5.0	118270	Hellbenders	2012	(Comedy,Horror,Thriller)
95309	4.166666666666667	95309	Seeking a Friend for the End of the World	2012	(Comedy,Drama,Romance)
96829	4.3	96829	Hunt, The (Jagten)	2012	(Drama)
176413	4.5	176413	Bliss	2012	(Drama)
97866	4.75	97866	Imposter, The	2012	(Documentary)
98154	4.5	98154	Lincoln	2012	(Drama,War)
98491	4.375	98491	Paperman	2012	(Animation,Comedy,Romance)
119153	4.5	119153	Bill Burr: You People Are All the Same	2012	(Comedy)
98961	4.107142857142857	98961	Zero Dark Thirty	2012	(Action,Drama,Thriller)
99636	5.0	99636	English Vinglish	2012	(Comedy,Drama)
99764	4.25	99764	It's Such a Beautiful Day	2012	(Animation,Comedy,Drama,Fantasy,Sci-Fi)
96832	5.0	96832	Holy Motors	2012	(Drama,Fantasy,Musical,Mystery,Sci-Fi)
100159	4.5	100159	Sightseers	2012	(Comedy)
100194	4.5	100194	Jim Jefferies: Fully Functional (EPIX)	2012	(Comedy)
100556	5.0	100556	Act of Killing, The	2012	(Documentary)
101765	4.25	101765	Perfect Plan, A (Plan parfait, Un)	2012	(Adventure,Comedy,Romance)
102084	5.0	102084	Justice League: Doom	2012	(Action,Animation,Fantasy)
102194	4.333333333333333	102194	Mud	2012	(Adventure,Crime,Drama)
102984	4.5	102984	Inhuman Resources (Redd Inc.)	2012	(Horror,Thriller)
149566	5.0	149566	Unicorn City	2012	(Comedy,Romance)
93840	4.0227272727272725	93840	Cabin in the Woods, The	2012	(Comedy,Horror,Sci-Fi,Thriller)
106594	4.5	106594	Red Flag	2012	(Comedy,Drama,Romance)
96373	4.5	96373	Broken	2012	(Drama)
96430	5.0	96430	Odd Life of Timothy Green, The	2012	(Comedy,Drama,Fantasy)
108540	4.5	108540	Ernest & Célestine (Ernest et Célestine)	2012	(Adventure,Animation,Children,Comedy,Drama,Romance)
96488	4.25	96488	Searching for Sugar Man	2012	(Documentary)
136540	4.5	136540	The FP	2012	(Comedy)
